2324671002609.9565, 2.212096976844139e-8
2992376540589.224, 3.1288993882194063e-8
3801442583154.577, 4.8843358742703275e-8
4519204947329.637, 7.621931791674048e-8
5740408110375.862, 1.0517372992188088e-7
6915280444053.63, 1.601339253274084e-7
8221366023462.949, 2.625255447929079e-7
10035611792305.012, 3.7122353008599915e-7
12251667000720.035, 5.938422983539366e-7
13994119698471.611, 7.795386423891611e-7
16414728868594.348, 0.0000010490115341081671
18502950204183.4, 0.0000014465871002775929
20583319013890.797, 0.00000214793462108536
23512384883457.06, 0.0000030362015714790477
28701648660730.617, 0.000004400569348650102
35040352569972.254, 0.000007215373921712482
45116606496425.75, 0.000013387640075680124
56562094941225.17, 0.00002195410591214217
73798387299504.16, 0.000039744540170748217
100205206798735.1, 0.0000774952086974247
132497068337402.06, 0.0001510812166419849
175182763257211.66, 0.0002735288076098193
241028074349535.12, 0.0004953227805558275
331622424172794.4, 0.0008969609419989635
487618203210812.25, 0.0017933725204891948
716960691238764.8, 0.0034130198005653395
999668268732028.9, 0.006493571046901512
1867033345918561.2, 0.017052737692925087
