#         patch                     x                        y                        z            
  1.1800000000000000e+02  -3.6874881581962937e-01   2.8122661545956940e-01  -8.8596608376888575e-01
  1.1900000000000000e+02  -3.0448614264377316e-01   3.6979318689866586e-01  -8.7780475497757704e-01
  1.2000000000000000e+02  -3.7490477290949153e-01   4.0989193971335047e-01  -8.3152571157343647e-01
  1.2100000000000000e+02  -1.9554514654470351e-01   4.5193892214766140e-01  -8.7035240351872445e-01
  1.2200000000000000e+02  -1.3339889433516894e-01   6.2095329791887532e-01  -7.7241293152939039e-01
  1.2300000000000000e+02  -1.1218650198026919e-01   4.9796859504550717e-01  -8.5990782478230465e-01
  1.2400000000000000e+02  -1.6506230109853367e-03  -4.2868867199272270e-01  -9.0345077228855786e-01
  1.2500000000000000e+02   2.3289043856986581e-02  -3.6694005371423993e-01  -9.2995301892967586e-01
  1.2600000000000000e+02   8.8393913754000061e-02  -3.8704860337671604e-01  -9.1781255964133790e-01
  1.2700000000000000e+02   2.0378929433156626e-01  -4.9082787736901390e-01  -8.4708790471430440e-01
  1.2800000000000000e+02   2.7601255890929149e-01  -4.2826111525998323e-01  -8.6047050180736606e-01
  1.2900000000000000e+02   1.8962159733014647e-01  -3.8765768964138497e-01  -9.0208933342982578e-01
  1.3000000000000000e+02   2.6015587105386634e-01  -2.8282724971786571e-01  -9.2321593875605945e-01
  1.3100000000000000e+02   3.3979074606667409e-01  -3.0513320545861350e-01  -8.8962687448952682e-01
  1.3200000000000000e+02   4.6170080741485819e-01  -2.9774495915445859e-01  -8.3557184235143867e-01
  1.3300000000000000e+02   3.5852919771742164e-01  -2.2627270146177916e-01  -9.0568067162620314e-01
  1.3400000000000000e+02   3.7046163008004168e-01  -1.1598175705579884e-01  -9.2157821842136012e-01
  1.3500000000000000e+02   5.7866215503902207e-01  -2.6801578545209576e-01  -7.7027115295465343e-01
  1.3600000000000000e+02   5.0474152611861656e-01  -1.3542362829257351e-01  -8.5258221463476758e-01
  1.3700000000000000e+02  -2.7419938732612229e-02   3.4654927605519337e-01  -9.3763092217861577e-01
  1.3800000000000000e+02   8.3812573923312012e-02   3.8995337903440253e-01  -9.1701243973677959e-01
  1.3900000000000000e+02  -1.2662485604099862e-02   4.2860759504105461e-01  -9.0340200959010997e-01
  1.4000000000000000e+02   7.4137013624162931e-02   6.3929345150533645e-01  -7.6538068049388630e-01
  1.4100000000000000e+02   1.7173587100555424e-01   5.0180596602408667e-01  -8.4776032171398341e-01
  1.4200000000000000e+02   3.8858377474752362e-02   5.3026035449800391e-01  -8.4694390779300210e-01
  1.4300000000000000e+02   3.0346542046794311e-01   5.6696570725571649e-01  -7.6580586663738714e-01
  1.4400000000000000e+02   3.9886869479096887e-01  -4.7284447322588343e-04  -9.1700792839203571e-01
  1.4500000000000000e+02   3.8461437008765342e-01   1.1288197349275182e-01  -9.1614924896681504e-01
  1.4600000000000000e+02   4.3488846573356327e-01   6.9598339623533303e-02  -8.9779067353896846e-01
  1.4700000000000000e+02   2.6681526986889637e-01   2.7150419040756252e-01  -9.2471351582850880e-01
  1.4800000000000000e+02   5.9845609569693070e-01   3.3787577573745636e-01  -7.2642292205918035e-01
  1.4900000000000000e+02   2.1292743212430157e-01   3.5478498274117903e-01  -9.1037878087656021e-01
  1.5000000000000000e+02   3.4169829603773938e-01   3.7339527778937187e-01  -8.6244897878628357e-01
  1.5100000000000000e+02  -5.4568945818191339e-01  -6.8116153911642763e-01  -4.8810037170408860e-01
  1.5200000000000000e+02  -5.3078733318747506e-01  -5.0440328539972368e-01  -6.8105956612156415e-01
  1.5300000000000000e+02  -7.8449102859872799e-01  -3.8497581720910634e-01  -4.8617635299579343e-01
  1.5400000000000000e+02  -3.0968790963095805e-01  -7.8415284483593795e-01  -5.3777106147887233e-01
  1.5500000000000000e+02  -2.0282529048421391e-01  -6.6879918435125663e-01  -7.1524090525576645e-01
  1.5600000000000000e+02  -3.1239129520592518e-01  -5.4518553704323303e-01  -7.7793599279018200e-01
  1.5700000000000000e+02  -6.4965973804773625e-01   1.0528636208003898e-03  -7.6022438545336246e-01
  1.5800000000000000e+02  -8.2200094884322994e-01  -1.6322075708413716e-01  -5.4559456060128630e-01
  1.5900000000000000e+02  -8.5197635501279900e-01   6.2331323834295238e-02  -5.1985680390677724e-01
  1.6000000000000000e+02  -6.6351351014320636e-01   2.5371793790850328e-01  -7.0383025641194075e-01
  1.6100000000000000e+02  -4.9856097895256474e-01   4.1348210074113834e-01  -7.6188549181130605e-01
  1.6200000000000000e+02  -2.6535440761005125e-01   5.6378868476427269e-01  -7.8213129159604033e-01
  1.6300000000000000e+02   3.5806529534212851e-02  -5.3583357213473026e-01  -8.4356403160403304e-01
  1.6400000000000000e+02  -7.6502785293006234e-02  -7.4510309206304570e-01  -6.6254713495758244e-01
  1.6500000000000000e+02  -9.8117651261359462e-02  -9.0114364188648521e-01  -4.2227131467637774e-01
  1.6600000000000000e+02   7.9938869680918212e-01  -2.4833544440590913e-01  -5.4708977185233232e-01
  1.6700000000000000e+02   4.9532181443919276e-01   2.1594929442896202e-01  -8.4144055189674538e-01
  1.6800000000000000e+02   7.6614735802141354e-01   2.2555298945646247e-02  -6.4226901239767165e-01
  1.6900000000000000e+02   1.2286089775054595e-02   7.6380435213485365e-01  -6.4533089470278415e-01
  1.7000000000000000e+02   2.3417154176309829e-01   7.0109875268151833e-01  -6.7351631607312445e-01
  1.7100000000000000e+02   3.4849639826676926e-01   8.2129695464466601e-01  -4.5168747235946966e-01
  1.7200000000000000e+02   4.8051079481745584e-01   6.1511343851461486e-01  -6.2509585970683246e-01
  1.7300000000000000e+02   8.2695329746685664e-01   3.2478359996226586e-01  -4.5898132533278901e-01
  1.7400000000000000e+02   5.8379229954238787e-01   6.9320912344931473e-01  -4.2266731853982253e-01
  1.7500000000000000e+02  -6.3405427214435672e-01  -6.3764225144099262e-01   4.3747861565195623e-01
  1.7600000000000000e+02  -6.1263773840511282e-01  -5.3074266248184110e-01   5.8565111431939987e-01
  1.7700000000000000e+02  -7.6104322831614646e-01  -4.5364239793895211e-01   4.6370440953945563e-01
  1.7800000000000000e+02  -4.6329399136292582e-01  -6.2480962216514258e-01   6.2846767109920709e-01
  1.7900000000000000e+02  -5.2374430743133371e-01  -4.3035889200258393e-01   7.3517557393290822e-01
  1.8000000000000000e+02  -3.8612829121281794e-01  -4.6371437297218804e-01   7.9741703206294734e-01
  1.8100000000000000e+02  -1.9421581139157268e-01  -5.7138942362454970e-01   7.9736713324259734e-01
  1.8200000000000000e+02  -1.1106934684404886e-01  -5.2500441778420015e-01   8.4382104826717219e-01
  1.8300000000000000e+02   1.0062208261697629e-01  -4.6957803800217224e-01   8.7713833727403157e-01
  1.8400000000000000e+02  -1.7836190006030778e-01  -3.2670607104322308e-01   9.2814340257870565e-01
  1.8500000000000000e+02   5.8209461182729544e-03  -3.4800389592884279e-01   9.3747501566955660e-01
  1.8600000000000000e+02   5.5252781659893016e-02  -2.0023713978470392e-01   9.7818823238152142e-01
  1.8700000000000000e+02   2.7243417681978832e-01  -3.5663252485695018e-01   8.9364023047011543e-01
  1.8800000000000000e+02   2.9976468619486329e-01  -2.5373457732194393e-01   9.1965205223592572e-01
  1.8900000000000000e+02   2.4815822895935027e-01  -3.9028453173677521e-02   9.6793299005800437e-01
  1.9000000000000000e+02   3.6466647533402341e-01  -4.7199996354056230e-02   9.2994113905754106e-01
  1.9100000000000000e+02   4.6789328646663580e-01  -1.9672490602797724e-01   8.6161196824773401e-01
  1.9200000000000000e+02   5.3336595695767774e-01  -2.1812061601671432e-02   8.4560332894762513e-01
  1.9300000000000000e+02   6.2330377569779549e-01   6.9674622482344527e-03   7.8194875642249839e-01
  1.9400000000000000e+02   7.5552669101643710e-01   1.9165980505229269e-01   6.2645505687883962e-01
  1.9500000000000000e+02   7.6079031663938557e-01   4.0538974904233532e-01   5.0681085769657308e-01
  1.9600000000000000e+02   6.4939587191225023e-01   3.7708506169113926e-01   6.6037251441343181e-01
  1.9700000000000000e+02   4.8878245921773017e-01   8.3972981379570183e-02   8.6835490783394220e-01
  1.9800000000000000e+02   4.9882448190835921e-01   2.2186669889067537e-01   8.3782414871631117e-01
  1.9900000000000000e+02   6.2591690512029030e-01   2.3498513586107653e-01   7.4364643064361502e-01
