#         patch                     x                        y                        z            
  3.5000000000000000e+01   9.8786766970494788e-01   1.4916470495163919e-01   4.3212937280478432e-02
  3.6000000000000000e+01   9.8515888715131517e-01   1.7130672181791068e-01   1.0769128413346490e-02
  3.7000000000000000e+01   9.8219822506960719e-01   1.8488502525128780e-01   3.3229115365054886e-02
  3.8000000000000000e+01   9.7941748532164319e-01   1.8970679253114794e-01   6.8939990671400511e-02
  3.9000000000000000e+01   9.6247916791718224e-01   2.5235588881379512e-01  -9.9751474708137403e-02
  4.0000000000000000e+01   9.5173714464762882e-01   2.8326949408838364e-01  -1.1813044153345884e-01
  4.1000000000000000e+01   9.4819396689161517e-01   3.0694345074268531e-01  -8.1938508630040610e-02
  4.2000000000000000e+01   9.5951638726437516e-01   2.7656169418246779e-01  -5.3309772856813591e-02
  4.3000000000000000e+01   9.6701493491509938e-01   2.5428457318120073e-01  -1.4881918330668062e-02
  4.4000000000000000e+01   9.5997261172314341e-01   2.7938953383829107e-01  -1.9851275099329484e-02
  4.5000000000000000e+01   9.7176866109555282e-01   2.3201503664027270e-01   4.2833305795482605e-02
  4.6000000000000000e+01   9.6534175500158959e-01   2.6018935837067481e-01   2.0415529410419887e-02
  4.7000000000000000e+01   9.6310762668770300e-01   2.6297467602733587e-01   5.7166591504983863e-02
  4.8000000000000000e+01   9.6234195527840427e-01   2.7183900007283929e-01   1.2325381683899767e-03
  4.9000000000000000e+01   9.5365306699303065e-01   2.9987201151755460e-01   2.4952044469379504e-02
  5.0000000000000000e+01   9.5993307030007691e-01   2.7726352167761187e-01   4.0662514570495675e-02
  5.1000000000000000e+01   9.2940397129926544e-01   3.5432853061991310e-01  -1.0324509926329445e-01
  5.2000000000000000e+01   9.2335306612320267e-01   3.6744664023422696e-01  -1.1136463469818042e-01
  5.3000000000000000e+01   9.3019454796301126e-01   3.5830528214835661e-01  -7.9720936550416940e-02
  5.4000000000000000e+01   9.3716460005766100e-01   3.4561382778762684e-01  -4.7682223529834783e-02
  5.5000000000000000e+01   9.1833733782626681e-01   3.8705423600429983e-01  -8.2737853158592278e-02
  5.6000000000000000e+01   9.0369167319433585e-01   4.2043049871928673e-01  -8.1114459536345510e-02
  5.7000000000000000e+01   9.1418980139632866e-01   4.0148394006614724e-01  -5.5386396271138796e-02
  5.8000000000000000e+01   9.4350709139632627e-01   3.3131532169873412e-01  -4.9523825083143333e-03
  5.9000000000000000e+01   9.4433618186821910e-01   3.2543162883985965e-01   4.8201976776781681e-02
  6.0000000000000000e+01   9.2669924832485084e-01   3.7567221736934348e-01   9.9442571847930972e-03
  6.1000000000000000e+01   9.0927734249955339e-01   4.1613350784507463e-01  -6.9005844320232778e-03
  6.2000000000000000e+01   9.1595395872838159e-01   3.9744890902607871e-01   5.5341758228178439e-02
  6.3000000000000000e+01   8.8992196694379433e-01   4.3870004781605260e-01  -1.2482452001542475e-01
  6.4000000000000000e+01   8.8388312823611104e-01   4.5844126434077587e-01  -9.2640286966186147e-02
  6.5000000000000000e+01   8.9188970342053198e-01   4.4860266079625100e-01  -5.7344656760321473e-02
  6.6000000000000000e+01   8.6852557709737122e-01   4.8270644294608600e-01  -1.1250694141258839e-01
  6.7000000000000000e+01   8.6466750822494165e-01   4.9552760855489453e-01  -8.2477205214153873e-02
  6.8000000000000000e+01   8.7202879343696771e-01   4.8583611220758033e-01  -5.9405854020370387e-02
  6.9000000000000000e+01   8.8291733595895194e-01   4.6909099350107469e-01  -2.0263703494726192e-02
  7.0000000000000000e+01   8.6813615381964793e-01   4.9535066819981366e-01  -3.1101992624699714e-02
  7.1000000000000000e+01   8.7732825293540262e-01   4.7961939941464482e-01   1.6135932153114794e-02
  7.2000000000000000e+01   8.6662367238494609e-01   4.9894389746709733e-01   4.2892472967229556e-03
  7.3000000000000000e+01   8.8637345524686406e-01   4.6185567081918544e-01   3.2115995483492574e-02
  7.4000000000000000e+01   8.8120328308096385e-01   4.6846095547323663e-01   6.3443731640193735e-02
  7.5000000000000000e+01   8.4050015824347968e-01   5.2868523992878214e-01  -1.1853860583848504e-01
  7.6000000000000000e+01   8.4456633510262868e-01   5.2894125294744565e-01  -8.3239753373618330e-02
  7.7000000000000000e+01   8.2614693458617183e-01   5.5462138184418042e-01  -9.9379903778999773e-02
  7.8000000000000000e+01   8.4546345074311868e-01   5.3171287185932481e-01  -4.9729019260864489e-02
  7.9000000000000000e+01   8.1597882479587536e-01   5.7449297954050171e-01  -6.4314647969331368e-02
  8.0000000000000000e+01   8.2324871534970279e-01   5.6633468641131757e-01  -3.9071417205660264e-02
  8.1000000000000000e+01   7.8289359798636393e-01   6.1455725148657137e-01  -9.6938118803887474e-02
  8.2000000000000000e+01   7.9806965250891204e-01   5.9896247324603979e-01  -6.5793505661968871e-02
  8.3000000000000000e+01   7.6495612337492291e-01   6.4048940134963939e-01  -6.7937147938301010e-02
  8.4000000000000000e+01   7.9824016238191653e-01   5.9958092065500901e-01  -5.7579186751668052e-02
  8.5000000000000000e+01   7.7740010476170873e-01   6.2689495549932850e-01  -5.1495552098987533e-02
  8.6000000000000000e+01   7.5776055718678770e-01   6.5120341506693213e-01  -4.1629919254476080e-02
  8.7000000000000000e+01   8.5481164114577257e-01   5.1841317570522694e-01  -2.3341752652535970e-02
  8.8000000000000000e+01   8.4312372262190460e-01   5.3771552450781579e-01   2.0983458881523439e-03
  8.9000000000000000e+01   8.2203863905384267e-01   5.6932453737839950e-01  -1.1047490275067269e-02
  9.0000000000000000e+01   8.5710183422529718e-01   5.1362499430085506e-01   3.9570329757002955e-02
  9.1000000000000000e+01   8.4670246910842994e-01   5.2968336017455953e-01   5.0303744988580111e-02
  9.2000000000000000e+01   8.2891223552991600e-01   5.5892029631332996e-01   2.2640851525863582e-02
  9.3000000000000000e+01   8.1938346289860209e-01   5.7097439922190796e-01   5.0980154584667182e-02
  9.4000000000000000e+01   8.0564730029589782e-01   5.9233931018341546e-01   8.1589911978647549e-03
  9.5000000000000000e+01   7.7837909281037321e-01   6.2779415804443972e-01  -6.9498271435183921e-04
  9.6000000000000000e+01   7.8420587168264766e-01   6.1954818172495463e-01   3.4368609802570310e-02
  9.7000000000000000e+01   7.8688065973047228e-01   6.1529076342941624e-01   4.7287459020154528e-02
  9.8000000000000000e+01   7.4791889212677565e-01   6.6376409444751516e-01  -5.8785816424384504e-03
  9.9000000000000000e+01   7.5296828663854654e-01   6.5779570833736256e-01   1.8535517515275081e-02
